respondent_id,age,gender,educ,region,income,q1_policy_likert,q1_support_binary,q2_worry,q3_financial_stress,q4_econ_confidence,support_prob
R0747,50-64,Man,Some college,South,$40k–$80k,Neither,0,Healthcare costs,3,3,0.35434369377420455
R0748,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.28905049737499605
R0749,18-34,Woman,No college,Northeast,Over $80k,Neither,1,Healthcare costs,4,1,0.401312339887548
R0750,50-64,Woman,Some college,Midwest,Under $40k,Neither,0,Retirement security,5,2,0.4875026035157896
R0751,50-64,Man,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.22270013882530884
R0752,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.29943285752602705
R0753,65+,Man,Some college,Northeast,Over $80k,Strongly oppose,0,Retirement security,4,3,0.24973989440488234
R0754,50-64,Man,Some college,Northeast,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.401312339887548
R0755,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,3,1,0.28905049737499605
R0756,18-34,Man,Some college,West,$40k–$80k,Neither,0,Job loss / automation,4,4,0.4875026035157896
R0757,35-49,Woman,Some college,West,Under $40k,Somewhat support,0,Wages not keeping up,3,3,0.549833997312478
R0758,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Housing costs,4,2,0.24048908305088898
R0759,35-49,Man,Bachelor+,West,Under $40k,Somewhat oppose,0,Wages not keeping up,4,2,0.3775406687981454
R0760,18-34,Woman,No college,Midwest,Over $80k,Neither,0,Healthcare costs,3,1,0.389360766050778
R0761,18-34,Woman,Some college,Midwest,$40k–$80k,Neither,0,Wages not keeping up,3,3,0.549833997312478
R0762,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Retirement security,4,3,0.45016600268752216
R0763,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,3,2,0.27888482197713693
R0764,50-64,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Retirement security,4,2,0.36586440898919936
R0765,18-34,Woman,Bachelor+,South,Over $80k,Neither,0,Wages not keeping up,3,2,0.29943285752602705
R0766,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,1,0.3318122278318339
R0767,35-49,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,0,Healthcare costs,4,1,0.24048908305088898
R0768,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.2689414213699951
R0769,50-64,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Retirement security,5,2,0.29943285752602705
R0770,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.29943285752602705
R0771,18-34,Man,No college,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.320821300824607
R0772,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat oppose,1,Healthcare costs,3,1,0.41338242108267
R0773,18-34,Man,Some college,South,Over $80k,Somewhat oppose,1,Job loss / automation,5,1,0.320821300824607
R0774,35-49,Woman,Some college,South,Over $80k,Neither,1,Healthcare costs,4,2,0.35434369377420455
R0775,18-34,Man,Some college,West,Over $80k,Somewhat oppose,0,Healthcare costs,3,3,0.36586440898919936
R0776,18-34,Man,Some college,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.36586440898919936
R0777,18-34,Man,Some college,West,Under $40k,Neither,1,Healthcare costs,3,2,0.5124973964842103
R0778,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.24048908305088898
R0779,50-64,Man,No college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.25922510081784605
R0780,18-34,Man,Bachelor+,West,Under $40k,Somewhat oppose,1,Healthcare costs,4,3,0.41338242108267
R0781,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Retirement security,3,3,0.389360766050778
R0782,35-49,Woman,Bachelor+,South,Over $80k,Strongly oppose,0,Housing costs,4,1,0.2689414213699951
R0783,50-64,Woman,Bachelor+,Midwest,Over $80k,Neither,0,Wages not keeping up,5,2,0.25922510081784605
R0784,35-49,Woman,No college,South,Over $80k,Neither,1,Wages not keeping up,4,2,0.320821300824607
R0785,50-64,Woman,Bachelor+,West,$40k–$80k,Neither,0,Retirement security,4,3,0.3775406687981454
R0786,18-34,Man,Bachelor+,South,Under $40k,Somewhat oppose,1,Housing costs,5,2,0.36586440898919936
R0787,35-49,Woman,Some college,South,Under $40k,Neither,0,Retirement security,2,3,0.5
R0788,65+,Woman,Bachelor+,South,$40k–$80k,Neither,0,Healthcare costs,5,1,0.289050497374996
R0789,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,3,3,0.34298953732650117
R0790,18-34,Woman,Some college,South,,Neither,1,Job loss / automation,3,2,0.389360766050778
R0791,18-34,Man,No college,Midwest,Over $80k,Neither,0,Job loss / automation,4,2,0.320821300824607
R0792,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.2689414213699951
R0793,35-49,Man,No college,South,$40k–$80k,Somewhat oppose,0,Job loss / automation,3,3,0.36586440898919936
R0794,50-64,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,2,0.27888482197713693
R0795,18-34,Woman,Bachelor+,Midwest,Under $40k,Neither,1,Healthcare costs,4,3,0.47502081252106
R0796,18-34,Woman,Some college,South,$40k–$80k,Neither,0,Healthcare costs,3,4,0.5124973964842103
R0797,50-64,Woman,No college,South,Over $80k,Somewhat oppose,0,Retirement security,5,3,0.27888482197713693
R0798,18-34,Man,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,2,2,0.43782349911420193
R0799,35-49,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.31002551887238755
R0800,18-34,Woman,Some college,South,Over $80k,Neither,0,Job loss / automation,4,3,0.389360766050778
R0801,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.18242552380635635
R0802,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Retirement security,5,2,0.34298953732650117
R0803,50-64,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Healthcare costs,5,2,0.3318122278318339
R0804,18-34,Man,No college,West,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.45016600268752216
R0805,35-49,Man,Some college,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,3,2,0.43782349911420193
R0806,35-49,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.35434369377420455
R0807,65+,Woman,Bachelor+,Midwest,,Somewhat oppose,0,Housing costs,4,3,0.22270013882530884
R0808,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,1,Job loss / automation,4,2,0.46257015465625045
R0809,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.3429895373265012
R0810,35-49,Woman,Bachelor+,Northeast,$40k–$80k,Neither,1,Job loss / automation,3,3,0.425557483188341
R0811,18-34,Woman,No college,South,$40k–$80k,Neither,1,Housing costs,3,2,0.47502081252106
R0812,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.3429895373265012
R0813,50-64,Woman,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,5,3,0.2689414213699951
R0814,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Wages not keeping up,4,2,0.3429895373265012
R0815,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.3318122278318339
R0816,18-34,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,3,1,0.5124973964842103
R0817,50-64,Man,Some college,Northeast,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,2,0.401312339887548
R0818,18-34,Man,Some college,West,$40k–$80k,Neither,0,Wages not keeping up,3,2,0.4875026035157896
R0819,18-34,Man,Some college,Midwest,Over $80k,Neither,1,Wages not keeping up,4,2,0.35434369377420455
R0820,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,3,2,0.29943285752602705
R0821,18-34,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Retirement security,4,1,0.27888482197713693
R0822,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,2,0.34298953732650117
R0823,50-64,Woman,Bachelor+,West,$40k–$80k,Neither,0,Wages not keeping up,4,3,0.3775406687981454
R0824,18-34,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,4,0.35434369377420455
R0825,18-34,Man,No college,Midwest,$40k–$80k,Neither,1,Retirement security,5,4,0.43782349911420193
R0826,50-64,Man,Bachelor+,West,Over $80k,Strongly oppose,0,Job loss / automation,5,2,0.21416501695744142
R0827,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.24048908305088898
R0828,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.28905049737499605
R0829,18-34,Woman,No college,West,$40k–$80k,Neither,0,Retirement security,4,3,0.52497918747894
R0830,18-34,Man,No college,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.320821300824607
R0831,35-49,Man,Bachelor+,South,Under $40k,Somewhat oppose,1,Retirement security,4,2,0.3318122278318339
R0832,35-49,Woman,No college,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.320821300824607
R0833,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.27888482197713693
R0834,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Housing costs,4,1,0.2689414213699951
R0835,50-64,Woman,Bachelor+,South,$40k–$80k,Neither,0,Healthcare costs,5,3,0.3318122278318339
R0836,18-34,Woman,Some college,South,$40k–$80k,Somewhat support,0,Job loss / automation,3,3,0.5124973964842103
R0837,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.2689414213699951
R0838,65+,Woman,Some college,West,Under $40k,Neither,0,Wages not keeping up,3,3,0.45016600268752216
R0839,65+,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,5,3,0.23147521650098232
R0840,18-34,Woman,Bachelor+,South,Over $80k,Neither,1,Housing costs,5,1,0.29943285752602705
R0841,35-49,Woman,Bachelor+,Midwest,Over $80k,Neither,0,Wages not keeping up,4,3,0.29943285752602705
R0842,18-34,Woman,Some college,South,Over $80k,Somewhat oppose,0,Job loss / automation,3,3,0.389360766050778
R0843,18-34,Woman,No college,South,Under $40k,Neither,1,Healthcare costs,4,2,0.5
R0844,18-34,Woman,Some college,Midwest,Under $40k,Somewhat support,1,Wages not keeping up,4,2,0.574442516811659
R0845,35-49,Woman,Bachelor+,West,Under $40k,Neither,1,Healthcare costs,4,3,0.45016600268752216
R0846,65+,Woman,Some college,Northeast,Over $80k,Somewhat oppose,0,Healthcare costs,4,2,0.31002551887238755
R0847,18-34,Man,No college,Northeast,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.3318122278318339
R0848,35-49,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.24973989440488234
R0849,35-49,Woman,No college,South,$40k–$80k,Neither,0,Healthcare costs,3,3,0.43782349911420193
R0850,65+,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Healthcare costs,4,1,0.259225100817846
R0851,18-34,Man,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,4,0.28905049737499605
R0852,50-64,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Retirement security,5,4,0.31002551887238755
R0853,18-34,Woman,Some college,South,$40k–$80k,Neither,0,Housing costs,3,4,0.5124973964842103
R0854,18-34,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Job loss / automation,3,2,0.389360766050778
R0855,18-34,Man,Bachelor+,Midwest,Under $40k,Neither,1,Wages not keeping up,2,2,0.401312339887548
R0856,18-34,Woman,No college,Midwest,Over $80k,Neither,1,Housing costs,4,2,0.389360766050778
R0857,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,2,0.24048908305088898
R0858,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Housing costs,4,1,0.29943285752602705
R0859,18-34,Man,No college,South,$40k–$80k,Somewhat oppose,1,Job loss / automation,3,4,0.401312339887548
R0860,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,0,Job loss / automation,4,3,0.45016600268752216
R0861,18-34,Woman,Bachelor+,West,Over $80k,Neither,0,Wages not keeping up,5,2,0.3429895373265012
R0862,50-64,Man,Some college,Northeast,Under $40k,Neither,0,Job loss / automation,3,2,0.4255574831883411
R0863,18-34,Woman,Some college,South,$40k–$80k,Somewhat support,0,Wages not keeping up,4,2,0.5124973964842103
R0864,18-34,Man,Bachelor+,Northeast,,Somewhat oppose,1,Job loss / automation,3,2,0.27888482197713693
R0865,35-49,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Wages not keeping up,4,3,0.34298953732650117
R0866,50-64,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.28905049737499605
R0867,50-64,Woman,No college,West,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.320821300824607
R0868,18-34,Woman,Bachelor+,Northeast,Over $80k,Neither,1,Healthcare costs,4,2,0.3429895373265012
R0869,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.29943285752602705
R0870,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.3318122278318339
R0871,50-64,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Job loss / automation,5,1,0.21416501695744142
R0872,18-34,Woman,Bachelor+,South,,Somewhat oppose,0,Wages not keeping up,4,3,0.43782349911420193
R0873,50-64,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.23147521650098238
R0874,18-34,Man,Bachelor+,Midwest,Over $80k,Strongly oppose,1,Healthcare costs,4,2,0.2689414213699951
R0875,35-49,Man,Bachelor+,Northeast,Under $40k,Neither,1,Housing costs,4,1,0.3775406687981454
R0876,35-49,Man,Bachelor+,Northeast,Over $80k,Strongly oppose,0,Housing costs,3,2,0.24973989440488234
R0877,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.18242552380635635
R0878,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Retirement security,3,2,0.41338242108267
R0879,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.29943285752602705
R0880,18-34,Man,Some college,South,Over $80k,Somewhat oppose,1,Job loss / automation,3,1,0.320821300824607
R0881,35-49,Woman,Bachelor+,South,Over $80k,Neither,0,Wages not keeping up,4,3,0.2689414213699951
R0882,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.2689414213699951
R0883,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Housing costs,5,2,0.27888482197713693
R0884,18-34,Man,Bachelor+,Northeast,Under $40k,Somewhat oppose,1,Healthcare costs,4,2,0.41338242108267
R0885,35-49,Woman,Some college,South,Under $40k,Neither,0,Wages not keeping up,3,3,0.5
R0886,50-64,Man,No college,South,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.22270013882530884
R0887,50-64,Man,No college,West,$40k–$80k,Neither,1,Healthcare costs,4,2,0.36586440898919936
R0888,50-64,Man,Some college,West,Over $80k,Strongly oppose,0,Wages not keeping up,5,2,0.28905049737499605
R0889,50-64,Man,Bachelor+,South,Over $80k,Strongly oppose,0,Healthcare costs,4,2,0.18242552380635635
R0890,18-34,Woman,Some college,Northeast,Over $80k,Neither,0,Wages not keeping up,3,3,0.43782349911420193
R0891,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.29943285752602705
R0892,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,3,0.2689414213699951
R0893,18-34,Woman,Bachelor+,West,Over $80k,Somewhat oppose,1,Retirement security,5,2,0.3429895373265012
R0894,18-34,Woman,No college,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.389360766050778
R0895,18-34,Woman,Bachelor+,West,$40k–$80k,Neither,0,Job loss / automation,4,2,0.46257015465625045
R0896,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.24048908305088898
R0897,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.27888482197713693
R0898,35-49,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,4,1,0.2689414213699951
R0899,50-64,Man,Some college,Northeast,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,3,0.401312339887548
R0900,18-34,Woman,Some college,West,Over $80k,Neither,1,Retirement security,3,2,0.43782349911420193
R0901,65+,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,1,Job loss / automation,4,1,0.320821300824607
R0902,35-49,Woman,Bachelor+,West,Over $80k,Strongly oppose,0,Wages not keeping up,4,3,0.31002551887238755
R0903,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3318122278318339
R0904,50-64,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.25922510081784605
R0905,50-64,Woman,Some college,West,$40k–$80k,Neither,0,Housing costs,4,3,0.47502081252106
R0906,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.2689414213699951
R0907,50-64,Man,Some college,West,Over $80k,Somewhat oppose,1,Wages not keeping up,5,1,0.28905049737499605
R0908,35-49,Man,Some college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.28905049737499605
R0909,18-34,Man,No college,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,2,0.3318122278318339
R0910,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.29943285752602705
R0911,50-64,Woman,Bachelor+,West,$40k–$80k,Neither,0,Housing costs,5,2,0.3775406687981454
R0912,35-49,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.24048908305088898
R0913,35-49,Man,Some college,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.320821300824607
R0914,18-34,Man,No college,South,,Neither,1,Healthcare costs,3,3,0.401312339887548
R0915,18-34,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.5124973964842103
R0916,35-49,Woman,Bachelor+,Midwest,Over $80k,Strongly oppose,1,Healthcare costs,5,2,0.29943285752602705
R0917,35-49,Woman,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,3,2,0.41338242108267
R0918,18-34,Woman,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,3,0.29943285752602705
R0919,35-49,Man,No college,South,$40k–$80k,Somewhat oppose,0,Housing costs,4,1,0.36586440898919936
R0920,18-34,Woman,No college,West,Over $80k,Neither,0,Healthcare costs,4,2,0.401312339887548
R0921,18-34,Woman,No college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,5,3,0.35434369377420455
R0922,18-34,Woman,No college,Northeast,Over $80k,Somewhat oppose,1,Wages not keeping up,4,2,0.401312339887548
R0923,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Housing costs,4,3,0.24048908305088898
R0924,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,4,1,0.24048908305088898
R0925,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,1,0.24048908305088898
R0926,50-64,Woman,Some college,South,$40k–$80k,Neither,1,Wages not keeping up,3,3,0.425557483188341
R0927,18-34,Man,Bachelor+,Northeast,Under $40k,Neither,0,Healthcare costs,3,2,0.41338242108267
R0928,18-34,Woman,Bachelor+,Midwest,,Somewhat oppose,0,Housing costs,4,3,0.45016600268752216
R0929,18-34,Woman,Some college,West,Over $80k,Somewhat oppose,1,Retirement security,4,2,0.43782349911420193
R0930,18-34,Woman,No college,South,$40k–$80k,Neither,0,Job loss / automation,3,2,0.47502081252106
R0931,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Wages not keeping up,3,3,0.41338242108267
R0932,50-64,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Housing costs,4,2,0.2689414213699951
R0933,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Housing costs,5,2,0.3775406687981454
R0934,50-64,Man,Some college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.28905049737499605
R0935,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,5,2,0.3318122278318339
R0936,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.29943285752602705
R0937,50-64,Man,Some college,Midwest,Over $80k,Somewhat oppose,1,Housing costs,4,1,0.27888482197713693
R0938,18-34,Woman,No college,West,Over $80k,Neither,1,Housing costs,4,3,0.401312339887548
R0939,35-49,Woman,Some college,Midwest,Over $80k,Neither,1,Job loss / automation,5,3,0.389360766050778
R0940,18-34,Man,No college,South,Under $40k,Neither,0,Job loss / automation,5,2,0.425557483188341
R0941,35-49,Woman,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Housing costs,4,2,0.3775406687981454
R0942,18-34,Man,Some college,Midwest,Over $80k,Neither,0,Retirement security,4,2,0.35434369377420455
R0943,35-49,Man,Some college,West,$40k–$80k,Neither,0,Housing costs,4,2,0.45016600268752216
R0944,35-49,Woman,No college,Northeast,$40k–$80k,Neither,0,Retirement security,4,3,0.4875026035157896
R0945,18-34,Man,Bachelor+,Midwest,$40k–$80k,Somewhat oppose,0,Job loss / automation,4,3,0.3775406687981454
R0946,65+,Woman,Bachelor+,South,Over $80k,Somewhat oppose,1,Healthcare costs,4,2,0.19781611144141825
R0947,18-34,Man,Bachelor+,Midwest,Under $40k,Neither,1,Housing costs,4,2,0.401312339887548
R0948,18-34,Man,No college,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,2,0.3318122278318339
R0949,18-34,Woman,No college,South,$40k–$80k,Neither,1,Wages not keeping up,4,2,0.47502081252106
R0950,18-34,Man,Bachelor+,South,Under $40k,Somewhat oppose,0,Job loss / automation,4,1,0.36586440898919936
R0951,35-49,Woman,No college,Midwest,Under $40k,Somewhat oppose,1,Healthcare costs,3,3,0.5
R0952,18-34,Man,No college,Northeast,$40k–$80k,Neither,0,Housing costs,3,3,0.45016600268752216
R0953,18-34,Woman,Bachelor+,Midwest,Under $40k,Neither,0,Retirement security,4,2,0.47502081252106
R0954,50-64,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,5,2,0.20587037180094733
R0955,35-49,Woman,No college,Northeast,Over $80k,Somewhat oppose,1,Job loss / automation,4,1,0.36586440898919936
R0956,50-64,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Retirement security,4,3,0.2689414213699951
R0957,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Wages not keeping up,4,2,0.27888482197713693
R0958,18-34,Woman,No college,West,Under $40k,Somewhat support,1,Healthcare costs,3,3,0.549833997312478
R0959,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Housing costs,4,3,0.3429895373265012
R0960,18-34,Man,Bachelor+,South,Over $80k,Strongly oppose,1,Housing costs,4,1,0.24048908305088898
R0961,65+,Man,Bachelor+,South,Over $80k,Somewhat oppose,1,Wages not keeping up,5,1,0.15446526508353467
R0962,18-34,Woman,Some college,Midwest,Over $80k,Neither,1,Wages not keeping up,4,2,0.425557483188341
R0963,35-49,Man,Bachelor+,Northeast,,Somewhat oppose,0,Job loss / automation,4,1,0.24973989440488234
R0964,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Job loss / automation,4,3,0.24048908305088898
R0965,35-49,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,4,1,0.29943285752602705
R0966,18-34,Woman,Some college,South,$40k–$80k,Somewhat support,0,Retirement security,3,3,0.5124973964842103
R0967,18-34,Man,Bachelor+,West,$40k–$80k,Somewhat oppose,0,Retirement security,4,4,0.389360766050778
R0968,35-49,Man,Some college,South,$40k–$80k,Neither,0,Job loss / automation,4,3,0.401312339887548
R0969,35-49,Man,Bachelor+,Northeast,Over $80k,Somewhat oppose,0,Retirement security,4,1,0.24973989440488234
R0970,18-34,Man,Bachelor+,West,,Somewhat oppose,0,Job loss / automation,4,1,0.27888482197713693
R0971,18-34,Woman,Bachelor+,Midwest,$40k–$80k,Neither,1,Job loss / automation,4,2,0.45016600268752216
R0972,18-34,Woman,Some college,South,Over $80k,Somewhat oppose,0,Wages not keeping up,3,3,0.389360766050778
R0973,18-34,Woman,Some college,Northeast,,Neither,0,Healthcare costs,4,2,0.43782349911420193
R0974,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,3,1,0.3318122278318339
R0975,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Healthcare costs,3,1,0.3318122278318339
R0976,18-34,Man,Bachelor+,Northeast,,Somewhat oppose,0,Housing costs,5,1,0.27888482197713693
R0977,18-34,Man,Bachelor+,West,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.27888482197713693
R0978,18-34,Woman,Some college,South,Under $40k,Neither,1,Retirement security,2,3,0.5374298453437496
R0979,18-34,Man,Bachelor+,West,$40k–$80k,Neither,0,Retirement security,5,2,0.389360766050778
R0980,18-34,Woman,Some college,South,$40k–$80k,Neither,1,Job loss / automation,3,1,0.5124973964842103
R0981,18-34,Woman,Bachelor+,South,$40k–$80k,Neither,0,Wages not keeping up,3,2,0.41338242108267
R0982,18-34,Man,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Housing costs,5,1,0.2689414213699951
R0983,35-49,Man,No college,Midwest,$40k–$80k,Somewhat oppose,1,Healthcare costs,4,2,0.401312339887548
R0984,18-34,Man,Bachelor+,South,$40k–$80k,Somewhat oppose,1,Retirement security,5,2,0.34298953732650117
R0985,18-34,Man,No college,Midwest,$40k–$80k,Neither,0,Retirement security,3,2,0.43782349911420193
R0986,18-34,Woman,Bachelor+,Midwest,Over $80k,Somewhat oppose,0,Job loss / automation,4,2,0.3318122278318339
R0987,18-34,Woman,Some college,West,,Neither,0,Healthcare costs,4,3,0.43782349911420193
R0988,18-34,Woman,Some college,Northeast,$40k–$80k,Neither,0,Housing costs,4,4,0.5621765008857981
R0989,35-49,Woman,Some college,West,$40k–$80k,Neither,0,Wages not keeping up,3,2,0.52497918747894
R0990,18-34,Woman,Bachelor+,Northeast,Over $80k,Somewhat oppose,1,Healthcare costs,3,2,0.3429895373265012
R0991,50-64,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Healthcare costs,3,2,0.18242552380635635
R0992,35-49,Man,Some college,West,Over $80k,Somewhat oppose,0,Job loss / automation,5,3,0.3318122278318339
R0993,65+,Woman,Some college,West,Over $80k,Neither,0,Retirement security,4,2,0.31002551887238755
R0994,18-34,Man,Bachelor+,South,Over $80k,Somewhat oppose,0,Wages not keeping up,4,1,0.24048908305088898
